id,code,name,city,state,country
3864,NTU,"NAS Oceana (Apollo Soucek Field)","Virginia Beach",Virginia,"United States"
3865,PCD,"Prairie du Chien Municipal Airport","Prairie du Chien",Wisconsin,"United States"
3866,PVA,"El Embrujo Airport","Providencia Island",,Colombia
3867,RTC,"Ratnagiri Airport",Ratnagiri,,India
3868,TEK,"Tatitlek Airport",Tatitlek,Alaska,"United States"
3869,UHE,"Kunovice Airport","Uherské Hradišt?",,"Czech Republic"
3870,WKA,"Wanaka Airport",Wanaka,,"New Zealand"
3871,YDF,"Deer Lake Regional Airport","Deer Lake","Newfoundland and Labrador",Canada
3872,YSE,"Squamish Airport",Squamish,"British Columbia",Canada
3873,FVS,"Finland Station","Saint Petersburg",,Russia
3874,AGF,"Agen - La Garenne Aerodrome",Agen,,France
3875,ASM,"Asmara International Airport",Asmara,,Eritrea
3876,BET,"Bethel Airport",Bethel,Alaska,"United States"
3877,BPG,"Barra do Garças Airport","Barra do Garças","Mato Grosso",Brazil
3878,CBJ,"Cabo Rojo Airport",Pedernales,,"Dominican Republic"
3879,CMX,"Houghton County Memorial Airport",Hancock,Michigan,"United States"
3880,CZY,"Cluny Airport",Cluny,Queensland,Australia
3881,DVR,"Daly River Airport","Daly River","Northern Territory",Australia
3882,EVX,"Évreux-Fauville Air Base","Évreux / Fauville",,France
3883,GAY,"Gaya Airport",Gaya,,India
3884,GTW,"Holešov Airport",Holešov,Zlín,"Czech Republic"
3885,HOS,"Chos Malal Airport (Oscar Reguera Airport)","Chos Malal",Neuquén,Argentina
3886,INU,"Nauru International Airport",Yaren,,Nauru
3887,JOH,"Port Saint Johns Airport","Port Saint Johns",,"South Africa"
3888,KIP,"Kickapoo Downtown Airport","Wichita Falls",Texas,"United States"
3889,KVC,"King Cove Airport","King Cove",Alaska,"United States"
3890,LKL,"Lakselv Airport, Banak",Lakselv,,Norway
3891,LYU,"Ely Municipal Airport",Ely,Minnesota,"United States"
3892,MKE,"GENERAL Mitchell International Airport",Milwaukee,Wisconsin,"United States"
3893,MVF,"Dix-Sept Rosado Airport",Mossoro,"Rio Grande DO Norte",Brazil
3894,NTX,"Ranai Airport",Natuna,"Riau Islands",Indonesia
3895,PCK,"Porcupine Creek Airport","Porcupine Creek",Alaska,"United States"
3896,PVC,"Provincetown Municipal Airport",Provincetown,Massachusetts,"United States"
3897,RTM,"Rotterdam The Hague Airport",Rotterdam,,Netherlands
3898,SMY,"Simenti Airport",Simenti,,Senegal
3899,TEN,"Tongren Fenghuang Airport",Tongren,Guizhou,China
3900,UIB,"El Caraño Airport",Quibdó,,Colombia
3901,WKJ,"Wakkanai Airport",Wakkanai,Hokkaido,Japão
3902,YDG,"Digby/Annapolis Regional Airport",Digby,"Nova Scotia",Canada
3903,YSF,"Stony Rapids Airport","Stony Rapids",Saskatchewan,Canada
3904,HEC,"Helsinki Central Railway Station",Helsinki,,Finland
3905,AGG,"Angorarn Airport",Angorarn,,"Papua New Guinea"
3906,ASN,"Talladega Municipal Airport",Talladega,Alabama,"United States"
3907,BEU,"Bedourie Airport",Bedourie,Queensland,Australia
3908,BPH,"Bislig Airport","Bislig City","Surigao del Sur",Philippines
3909,CBK,"Colby Municipal Airport (Shalz Field)",Colby,Kansas,"United States"
3910,CMY,"Sparta/Fort McCoy Airport",Sparta,Wisconsin,"United States"
3911,DAA,"Davison Army Airfield","Fort Belvoir",Virginia,"United States"
3912,DVT,"Phoenix Deer Valley Airport",Phoenix,Arizona,"United States"
3913,EWB,"New Bedford Regional Airport","New Bedford",Massachusetts,"United States"
3914,GAZ,"Guasopa Airport",Guasopa,,"Papua New Guinea"
3915,GTY,"Gettysburg Regional Airport",Gettysburg,Pennsylvania,"United States"
3916,HOT,"Memorial Field Airport","Hot Springs",Arkansas,"United States"
3917,INV,"Inverness Airport",Inverness,Scotland,"United Kingdom"
3918,JOI,"Joinville Airport (Cubatao Airport)",Joinville,"Santa Catarina",Brazil
3919,KIQ,"Kira Airport",Kira,,"Papua New Guinea"
3920,KVD,"Gyandzha Airport",Ganja,,Azerbaijan
3921,LKN,"Leknes Airport",Leknes,,Norway
3922,MKG,"Muskegon County Airport",Muskegon,Michigan,"United States"
3923,MVG,"Mevang Airport",Mevang,,Gabon
3924,NTY,"Pilanesberg International Airport",Pilanesberg,,"South Africa"
3925,PCL,"Captain Rolden International Airport",Pucallpa,,Peru
3926,PVD,"Theodore Francis Green State Airport",Providence,"Rhode Island","United States"
3927,RTN,"Raton Municipal Airport (Crews Field)",Raton,"New Mexico","United States"
3928,SMZ,"Stoelmans Eiland Airport","Stoelmans Eiland",,Suriname
3929,TEQ,"Çorlu Airport",Tekirdag,,Turkey
3930,UIH,"Phu Cat Airport","Qui Nh?n","Binh Dinh",Vietnam
3931,WKK,"Aleknagik Airport",Aleknagik,Alaska,"United States"
3932,YDH,"Daniel's Harbour Airport","Daniel's Harbour","Newfoundland and Labrador",Canada
3933,YSG,"Lutselke/Snowdrift Airport","Lutselke (formerly Snowdrift)","Northwest Territories",Canada
3934,HVT,"Tikkurila Railway Station",Helsinki,,Finland
3935,ASO,"Asosa Airport",Asosa,,Ethiopia
3936,BEV,"Be'er Sheva Airport",Beersheba,,Israel
3937,BPI,"Big Piney-Marbleton Airport","Big Piney",Wyoming,"United States"
3938,CBL,"Tomás de Heres Airport","Ciudad Bolívar",,Venezuela
3939,CNA,"Cananea Airport",Cananea,Sonora,Mexico
3940,DAB,"Daytona Beach International Airport","Daytona Beach",Florida,"United States"
3941,DWA,"Dwangwa Airport",Dwangwa,,Malawi
3942,EWE,"Ewer Airport",Ewer,,Indonesia
3943,GBB,"Gara Djebilet Airport","Gara Djebilet",,Algeria
3944,GUA,"La Aurora International Airport","Guatemala City",,Guatemala
3945,HOU,"William P. Hobby Airport",Houston,Texas,"United States"
3946,INW,"Winslow-Lindbergh Regional Airport",Winslow,Arizona,"United States"
3947,JOK,"Yoshkar-Ola Airport",Yoshkar-Ola,,Russia
3948,KIR,"Kerry Airport",Tralee,"County Kerry",Ireland
3949,KVE,"Kitava Airport",Kitava,,"Papua New Guinea"
3950,LKO,"Amausi Airport",Lucknow,,India
3951,LZA,"Luiza Airport",Luiza,,"Democratic Republic of the Congo"
3952,MKH,"Mokhotlong Airport",Mokhotlong,,Lesotho
3953,MVJ,"Marlboro Airport",Mandeville,,Jamaica
3954,NUE,"Nuremberg Airport",Nuremberg,,Germany
3955,PCM,"Playa del Carmen Airport","Playa del Carmen",,Mexico
3956,PVF,"Placerville Airport",Placerville,California,"United States"
3957,RTS,"Rottnest Island Airport","Rottnest Island","Western Australia",Australia
3958,SNA,"John Wayne Airport (Orange County Airport)","Santa Ana",California,"United States"
3959,TER,"Lajes Field",Lajes,Azores,Portugal
3960,UIK,"Ust-Ilimsk Airport",Ust-Ilimsk,"Irkutsk Oblast",Russia
3961,WKL,"Waikoloa Heliport","Waikoloa Village",Hawaii,"United States"
3962,YDI,"Davis Inlet Airport","Davis Inlet","Newfoundland and Labrador",Canada
3963,YSH,"Smiths Falls-Montague Airport","Smiths Falls",Ontario,Canada
3964,KVN,"Kunshan South Railway Station","Kunshan City",Jiangsu,China
3965,AGI,"Wageningen Airport",Wageningen,,Suriname
3966,ASP,"Alice Springs Airport","Alice Springs","Northern Territory",Australia
3967,BEW,"Beira Airport",Beira,,Mozambique
3968,BPK,"Biangabip Airport",Biangabip,,"Papua New Guinea"
3969,CBM,"Columbus Air Force Base",Columbus,Mississippi,"United States"
3970,CNB,"Coonamble Airport",Coonamble,"New South Wales",Australia
3971,DAC,"Shahjalal International Airport",Dhaka,,Bangladesh
3972,DWB,"Soalala Airport",Soalala,,Madagascar
3973,EWI,"Enarotali Airport",Enarotali,,Indonesia
3974,GBC,"Gasuke Airport",Gasuke,,"Papua New Guinea"
3975,GUB,"Guerrero Negro Airport","Guerrero Negro","Baja California Sur",Mexico
3976,HOV,"Ørsta/Volda Airport, Hovden","Ørsta / Volda / Hovden","Møre og Romsdal",Norway
3977,INX,"Inanwatan Airport",Inanwatan,,Indonesia
3978,JOL,"Jolo Airport",Jolo,Sulu,Philippines
3979,KIS,"Kisumu Airport",Kisumu,,Kenya
3980,KVG,"Kavieng Airport",Kavieng,"New Ireland Province","Papua New Guinea"
3981,LKP,"Lake Placid Airport","Lake Placid","New York","United States"
3982,LZC,"Lázaro Cárdenas Airport","Lázaro Cárdenas",Michoacán,Mexico
3983,MKI,"M'Boki Airport",Obo,,"Central African Republic"
3984,MVK,"Mulka Airport",Mulka,"South Australia",Australia
3985,NUI,"Nuiqsut Airport",Nuiqsut,Alaska,"United States"
3986,PCR,"Puerto Carreño Airport","Puerto Carreño",,Colombia
3987,PVG,"Shanghai Pudong International Airport",Shanghai,,"People's Republic of China"
3988,RTW,"Saratov Tsentralny Airport",Saratov,,Russia
3989,SNB,"Snake Bay Airport",Milikapiti,"Melville Island",Australia
3990,TET,"Chingozi Airport",Tete,,Mozambique
3991,UIL,"Quillayute Airport",Forks,Washington,"United States"
3992,WLD,"Strother Field","Winfield/Arkansas City",Kansas,"United States"
3993,YDK,"Main Duck Island Airport","Main Duck Island",Ontario,Canada
3994,YSI,"Sans Souci Water Aerodrome","Frying Pan Island",Ontario,Canada
3995,NKJ,"Nanjing South Railway Station",Nanjing,,China
3996,AGJ,"Aguni Airport",Aguni,,Japão
3997,ASQ,"Austin Airport",Austin,Nevada,"United States"
3998,BEX,"RAF Benson",Benson,Oxfordshire,"United Kingdom"
3999,BPL,"Bole Alashankou Airport",Bole,Xinjiang,China
4000,CBN,"Penggung Airport",Cirebon,Java,Indonesia
4001,CNC,"Coconut Island Airport","Coconut Island (Poruma Island)",Queensland,Australia
4002,DAD,"Da Nang International Airport","Da Nang",,Vietnam
4003,DWC,"Al Maktoum International Airport","Jebel Ali",Dubai,"United Arab Emirates"
4004,EWK,"Newton City/County Airport",Newton,Kansas,"United States"
4005,GBD,"Great Bend Municipal Airport","Great Bend",Kansas,"United States"
4006,GUC,"Gunnison-Crested Butte Regional Airport",Gunnison,Colorado,"United States"
4007,HOX,"Hommalinn Airport",Hommalinn,,"Myanmar (Burma)"
4008,INY,"Inyati Airport",Inyati,,"South Africa"
4009,JOM,"Njombe Airport",Njombe,,Tanzania
4010,KIT,"Kithira Airport",Kithira,,Greece
4011,KVK,"Kirovsk Airport (Khibiny Airport)","Kirovsk / Apatity","Murmansk Oblast",Russia
4012,LKR,"Las Khoreh Airport","Las Khoreh",,Somalia
4013,LZD,"Lanzhou East Airport",Lanzhou,Gansu,China
4014,MKJ,"Makoua Airport",Makoua,,"Republic of the Congo"
4015,MVL,"Morrisville-Stowe State Airport",Morrisville,Vermont,"United States"
4016,NUK,"Nukutavake Airport",Nukutavake,Tuamotus,"French Polynesia"
4017,PCT,"Princeton Airport","Princeton / Rocky Hill","New Jersey","United States"
4018,RUA,"Arua Airport",Arua,,Uganda
4019,SNC,"General Ulpiano Paez Airport",Salinas,,Ecuador
4020,TEX,"Telluride Regional Airport",Telluride,Colorado,"United States"
4021,UIN,"Quincy Regional Airport (Baldwin Field)",Quincy,Illinois,"United States"
4022,WLE,"Miles Airport",Miles,Queensland,Australia
4023,YDL,"Dease Lake Airport","Dease Lake","British Columbia",Canada
4024,YSJ,"Saint John Airport","Saint John","New Brunswick",Canada
4025,QDH,"Ashford International",Ashford,Kent,"United Kingdom"
4026,AGK,"Kagua Airport",Kagua,,"Papua New Guinea"
4027,ASR,"Erkilet International Airport","Kayseri Province",,Turkey
4028,BPM,"Begumpet Airport",Hyderabad,,India
4029,CBO,"Awang Airport","Cotabato City",,Philippines
4030,CND,"Mihail Kog?lniceanu International Airport",Constan?a,,Romania
4031,DAF,"Daup Airport",Daup,,"Papua New Guinea"
4032,DWD,"Dawadmi Airport",Dawadmi,,"Saudi Arabia"
4033,EWN,"Craven County Regional Airport","New Bern","North Carolina","United States"
4034,GBE,"Sir Seretse Khama International Airport",Gaborone,,Botswana
4035,GUD,"Goundam Airport",Goundam,,Mali
4036,HOY,"Hoy Airport",Longhope,Scotland,"United Kingdom"
4037,INZ,"In Salah Airport","In Salah",,Algeria
4038,JON,"Johnston Atoll Airport","Johnston Atoll",,"U.S. Minor Outlying Islands"
4039,KIU,"Kiunga Airport",Kiunga,,Kenya
4040,KVL,"Kivalina Airport",Kivalina,Alaska,"United States"
4041,LKT,"Lakota Airport",Lakota,,"Côte d'Ivoire"
4042,LZH,"Liuzhou Bailian Airport",Liuzhou,Guangxi,China
4043,MKK,"Molokai Airport",Kaunakakai,Hawaii,"United States"
4044,MVM,"Kayenta Airport",Kayenta,Arizona,"United States"
4045,NUL,"Nulato Airport",Nulato,Alaska,"United States"
4046,PDA,"Obando Airport","Puerto Inírida",,Colombia
4047,PVK,"Aktion Airport",Preveza,,Greece
4048,RUG,"Rugao Air Base",Rugao,Jiangsu,China
4049,SNE,"Preguiça Airport","São Nicolau",,"Cape Verde"
4050,TEZ,"Tezpur Airport",Tezpur,Assam,India
4051,UIO,"Mariscal Sucre International Airport",Quito,,Ecuador
4052,WLG,"Wellington International Airport",Wellington,,"New Zealand"
4053,YDN,"Lt. Col W.G. (Billy) Barker VC Airport",Dauphin,Manitoba,Canada
4054,YSK,"Sanikiluaq Airport",Sanikiluaq,Nunavut,Canada
4055,QDU,"Düsseldorf Hauptbahnhof",Düsseldorf,,Germany
4056,AGL,"Wanigela Airport",Wanigela,,"Papua New Guinea"
4057,AST,"Astoria Regional Airport",Astoria,Oregon,"United States"
4058,BEZ,"Beru Airport",Beru,,Kiribati
4059,BPN,"Sultan Aji Muhamad Sulaiman Airport",Balikpapan,,"East Kalimantan"
4060,CNE,"Fremont County Airport","Cañon City",Colorado,"United States"
4061,DAG,"Barstow-Daggett Airport",Daggett,California,"United States"
4062,DWH,"David Wayne Hooks Memorial Airport",Houston,Texas,"United States"
4063,EWO,"Ewo Airport",Ewo,,"Republic of Congo"
4064,GBF,"Negarbo Airport",Negarbo,,"Papua New Guinea"
4065,GUE,"Guriaso Airport",Guriaso,,"Papua New Guinea"
4066,HPA,"Salote Pilolevu Airport",Lifuka,Ha'apai,Tonga
4067,IOA,"Ioannina National Airport",Ioannina,,Greece
4068,JOP,"Josephstaal Airport",Josephstaal,,"Papua New Guinea"
4069,KIV,"Chi?in?u International Airport",Chi?in?u,,Moldova
4070,KVM,"Markovo Airport",Markovo,"Chukotka Autonomous Okrug",Russia
4071,LKU,"Lake Rudolf Airport","Lake Rudolf",,Kenya
4072,LZI,"Luozi Airport",Luozi,,"Democratic Republic of the Congo"
4073,MKL,"McKellar-Sipes Regional Airport",Jackson,Tennessee,"United States"
4074,MVN,"Mount Vernon Airport","Mount Vernon",Illinois,"United States"
4075,NUN,"NOLF Saufley",Pensacola,Florida,"United States"
4076,PDB,"Pedro Bay Airport","Pedro Bay",Alaska,"United States"
4077,PVN,"Pleven Airport",Pleven,,Bulgaria
4078,RUH,"King Khalid International Airport",Riyadh,,"Saudi Arabia"
4079,SNH,"Stanthorpe Airport",Stanthorpe,Queensland,Australia
4080,TFF,"Tefé Airport",Tefé,Amazonas,Brazil
4081,UIP,"Quimper - Cornouaille Airport",Quimper,,France
4082,WLK,"Selawik Airport",Selawik,Alaska,"United States"
4083,YDO,"Dolbeau-Saint-Félicien Airport",Dolbeau-Mistassini,Quebec,Canada
4084,YSL,"Saint-Léonard Aerodrome",Saint-Léonard,"New Brunswick",Canada
4085,QFB,"Freiburg Hauptbahnhof",Freiburg,,Germany
4086,AGM,"Tasiilaq Heliport",Tasiilaq,,Greenland
4087,ASU,"Silvio Pettirossi International Airport",Asunción,,Paraguay
4088,BFC,"Bloomfield Airport",Bloomfield,Queensland,Australia
4089,BPS,"Porto Seguro Airport","Porto Seguro",,Brazil
4090,CBQ,"Calabar Airport",Calabar,,Nigeria
4091,CNF,"Tancredo Neves International Airport",Confins,"Minas Gerais",Brazil
4092,DAH,"Dathina Airport",Dathina,,Yemen
4093,DWN,"Downtown Airpark","Oklahoma City",Oklahoma,"United States"
4094,EWR,"Newark Liberty International Airport",Newark/Elizabeth,"New Jersey","United States"
4095,GBG,"Galesburg Municipal Airport",Galesburg,Illinois,"United States"
4096,GUF,"Jack Edwards Airport","Gulf Shores",Alabama,"United States"
4097,HPB,"Hooper Bay Airport","Hooper Bay",Alaska,"United States"
4098,IOK,"Iokea Airport",Iokea,,"Papua New Guinea"
4099,JOR,"Choc Heliport",Orange,California,"United States"
4100,KIW,"Southdowns Airport",Kitwe,,Zambia
4101,KVU,"Korolevu Airport",Korolevu,"Viti Levu",Fiji
4102,LKV,"Lake County Airport",Lakeview,Oregon,"United States"
4103,LZM,"Luzamba Airport",Luzamba,,Angola
4104,MKM,"Mukah Airport",Mukah,Sarawak,Malaysia
4105,MVO,"Mongo Airport",Mongo,,Chad
4106,NUP,"Nunapitchuk Airport",Nunapitchuk,Alaska,"United States"
4107,PDC,"Mueo Airport",Mueo,,"New Caledonia"
4108,PVO,"Reales Tamarindos Airport",Portoviejo,,Ecuador
4109,RUK,"Rukumkot Airport",Rukumkot,,Nepal
4110,SNI,"Greenville/Sinoe Airport",Greenville,,Liberia
4111,TFN,"Tenerife North Airport (Los Rodeos Airport)",Tenerife,"Canary Islands",Spain
4112,UIQ,"Quoin Hill Airport","Quoin Hill",,Vanuatu
4113,WLL,"Wollogorang Airport",Wollogorang,"Northern Territory",Australia
4114,YDP,"Nain Airport",Nain,"Newfoundland and Labrador",Canada
4115,YSM,"Fort Smith Airport","Fort Smith","Northwest Territories",Canada
4116,QFV,"Bergen Railway Station",Bergen,,Norway
4117,AGN,"Angoon Seaplane Base",Angoon,Alaska,"United States"
4118,ASV,"Amboseli Airport",Amboseli,,Kenya
4119,BFD,"Bradford Regional Airport",Bradford,Pennsylvania,"United States"
4120,BPT,"Southeast Texas Regional Airport","Beaumont/Port Arthur",Texas,"United States"
4121,CBR,"Canberra International Airport",Canberra,,Australia
4122,CNG,"Cognac - Châteaubernard Air Base","Cognac / Châteaubernard",,France
4123,DAJ,"Dauan Airport",Dauan,Queensland,Australia
4124,DWS,"Walt Disney World Airport","Walt Disney World / Orlando",Florida,"United States"
4125,EXI,"Excursion Inlet Seaplane Base","Excursion Inlet",Alaska,"United States"
4126,GBH,"Galbraith Lake Airport","Galbraith Lake",Alaska,"United States"
4127,GUG,"Guari Airport",Guari,,"Papua New Guinea"
4128,HPE,"Hope Vale Airport","Hope Vale",Queensland,Australia
4129,IOM,"Isle of Man Airport",Ronaldsway,"Isle of Man","United Kingdom"
4130,JOS,"Jos Airport (Yakubu Gowon Airport)",Jos,,Nigeria
4131,KIX,"Kansai International Airport",Osaka,,Japão
4132,KVX,"Pobedilovo Airport (Kirov Airport)",Kirov,"Kirov Oblast",Russia
4133,LKY,"Lake Manyara Airport","Lake Manyara",,Tanzania
4134,LZN,"Matsu Nangan Airport",Nangan,"Matsu Islands",Taiwan
4135,MKN,"Malekolon Airport",Malekolon,"Babase Island","Papua New Guinea"
4136,MVP,"Fabio Alberto León Bentley Airport",Mitú,,Colombia
4137,NUQ,"Moffett Federal Airfield","Mountain VIEW",California,"United States"
4138,PDG,"Minangkabau International Airport",Ketaping,"West Sumatra",Indonesia
4139,PVR,"Lic.Gustavo Díaz Ordaz International Airport","Puerto Vallarta",Jalisco,Mexico
4140,RUM,"Rumjatar Airport",Rumjatar,,Nepal
4141,SNK,"Winston Field",Snyder,Texas,"United States"
4142,TFS,"Tenerife South Airport (Reina Sofia Airport)",Tenerife,"Canary Islands",Spain
4143,UIT,"Jaluit Airport","Jaluit Atoll",,"Marshall Islands"
4144,WLM,"Prospect Hill Heliport",Waltham,Massachusetts,"United States"
4145,YDQ,"Dawson Creek Airport","Dawson Creek","British Columbia",Canada
4146,YSN,"Salmon Arm Airport","Salmon Arm","British Columbia",Canada
4147,QJZ,"Gare de Nantes",Nantes,,France
4148,AGO,"Magnolia Municipal Airport",Magnolia,Arkansas,"United States"
4149,ASW,"Aswan International Airport",Aswan,,Egypt
4150,BFE,"Bielefeld Airport",Bielefeld,"North Rhine-Westphalia",Germany
4151,BPU,"Beppu Airport",Beppu,Ky?sh?,Japão
4152,CBS,"Oro Negro Airport",Cabimas,,Venezuela
4153,CNH,"Claremont Municipal Airport",Claremont,"New Hampshire","United States"
4154,DAK,"Dakhla Oasis Airport","Dakhla Oasis",,Egypt
4155,DXB,"Dubai International Airport",Dubai,,"United Arab Emirates"
4156,EXM,"Exmouth Airport",Exmouth,"Western Australia",Australia
4157,GBJ,"Marie Galante Airport (Les Bases)","Marie Galante","Grand Bourg",Guadeloupe
4158,GUH,"Gunnedah Airport",Gunnedah,"New South Wales",Australia
4159,HPH,"Cat Bi International Airport (Catbi Airport)","Hai Phong (Haiphong)",,Vietnam
4160,ION,"Impfondo Airport",Impfondo,,"Republic of the Congo"
4161,JOT,"Joliet Regional Airport",Joliet,Illinois,"United States"
4162,KIY,"Kilwa Masoko Airport","Kilwa Masoko",,Tanzania
4163,KWA,"Bucholz Army Airfield",Kwajalein,,"Marshall Islands"
4164,LKZ,"RAF Lakenheath",Lakenheath,England,"United Kingdom"
4165,LZO,"Luzhou Lantian Airport",Luzhou,Sichuan,China
4166,MKO,"Davis Field",Muskogee,Oklahoma,"United States"
4167,MVQ,"Mogilev Airport",Mogilev,,Belarus
4168,NUS,"Norsup Airport",Norsup,"Malakula island",Vanuatu
4169,PDK,"DeKalb-Peachtree Airport",Atlanta,Georgia,"United States"
4170,PVS,"Provideniya Bay Airport",Provideniya,Chukotka,Russia
4171,RUN,"Roland Garros Airport","St Denis",Réunion,France
4172,SNL,"Shawnee Regional Airport",Shawnee,Oklahoma,"United States"
4173,TGA,"Tengah Air Base",Tengah,,Singapura
4174,UJE,"Ujae Airport","Ujae Atoll",,"Marshall Islands"
4175,WLO,"Waterloo Airport",Waterloo,"Northern Territory",Australia
4176,YDR,"Broadview Airport",Broadview,Saskatchewan,Canada
4177,YSO,"Postville Airport",Postville,"Newfoundland and Labrador",Canada
4178,QLJ,"Lucerne Railway Station",Lucerne,,Switzerland
4179,AGP,"Pablo Ruiz Picasso Airport",Málaga,,Spain
4180,ASX,"John F. Kennedy Memorial Airport",Ashland,Wisconsin,"United States"
4181,BPX,"Qamdo Bangda Airport","Qamdo Prefecture","Tibet Autonomous Region",China
